class,fname,x1,y1,x2,y2
163,04281.jpg,72,46,261,140
173,04282.jpg,346,229,1567,883
96,04283.jpg,41,28,660,350
171,04284.jpg,1,63,619,411
72,04285.jpg,6,30,253,152
172,04286.jpg,115,89,591,416
160,04287.jpg,24,41,398,276
182,04288.jpg,76,72,926,690
51,04289.jpg,48,41,353,241
117,04290.jpg,152,140,443,355
111,04291.jpg,29,64,215,173
11,04292.jpg,33,72,540,322
106,04293.jpg,74,45,996,627
36,04294.jpg,1,8,852,525
153,04295.jpg,74,224,448,368
101,04296.jpg,183,255,963,671
98,04297.jpg,231,328,1691,1124
155,04298.jpg,67,152,573,464
169,04299.jpg,12,1,599,385
76,04300.jpg,16,29,241,155
157,04301.jpg,44,18,229,135
57,04302.jpg,42,195,834,429
164,04303.jpg,192,581,3976,1791
172,04304.jpg,87,54,581,391
118,04305.jpg,23,130,622,441
174,04306.jpg,1,16,120,94
69,04307.jpg,6,34,242,124
9,04308.jpg,91,90,874,495
79,04309.jpg,16,106,584,379
58,04310.jpg,29,143,614,423
117,04311.jpg,27,115,594,391
16,04312.jpg,3,5,485,210
21,04313.jpg,27,64,250,177
186,04314.jpg,13,9,294,181
161,04315.jpg,6,62,381,277
49,04316.jpg,74,87,579,262
107,04317.jpg,53,339,963,744
86,04318.jpg,21,15,363,255
165,04319.jpg,15,23,292,163
154,04320.jpg,109,14,909,715
63,04321.jpg,98,15,630,294
110,04322.jpg,35,43,445,314
31,04323.jpg,10,13,190,91
121,04324.jpg,24,3,239,179
186,04325.jpg,26,12,457,272
63,04326.jpg,108,207,897,596
146,04327.jpg,59,37,600,369
42,04328.jpg,2,13,221,112
100,04329.jpg,127,170,476,337
65,04330.jpg,72,85,986,646
98,04331.jpg,14,126,500,296
182,04332.jpg,64,151,768,405
180,04333.jpg,71,37,312,134
45,04334.jpg,137,272,654,773
185,04335.jpg,47,58,552,412
146,04336.jpg,61,30,969,767
141,04337.jpg,24,73,600,338
5,04338.jpg,33,67,404,283
36,04339.jpg,69,206,769,511
91,04340.jpg,6,46,255,156
91,04341.jpg,48,34,400,243
108,04342.jpg,15,39,199,124
112,04343.jpg,143,310,915,656
188,04344.jpg,58,124,478,290
53,04345.jpg,172,256,1450,1075
79,04346.jpg,68,95,974,629
162,04347.jpg,58,94,467,293
52,04348.jpg,11,41,615,416
4,04349.jpg,33,182,617,386
67,04350.jpg,27,45,628,441
35,04351.jpg,200,239,1134,695
97,04352.jpg,179,127,472,333
43,04353.jpg,61,225,968,520
146,04354.jpg,53,44,684,444
193,04355.jpg,135,253,1115,817
52,04356.jpg,125,134,477,309
25,04357.jpg,340,11,1687,1062
195,04358.jpg,37,63,267,215
19,04359.jpg,66,68,599,306
56,04360.jpg,9,29,266,154
196,04361.jpg,19,40,210,150
160,04362.jpg,108,81,739,388
173,04363.jpg,38,178,603,371
183,04364.jpg,160,289,1009,947
144,04365.jpg,47,18,562,355
49,04366.jpg,96,69,584,303
105,04367.jpg,24,268,1022,567
72,04368.jpg,42,91,636,444
124,04369.jpg,108,37,682,555
63,04370.jpg,168,201,782,604
149,04371.jpg,103,126,561,414
62,04372.jpg,6,39,257,136
91,04373.jpg,41,197,695,440
32,04374.jpg,12,43,639,426
37,04375.jpg,310,167,602,372
161,04376.jpg,4,67,259,152
77,04377.jpg,17,109,626,438
144,04378.jpg,80,73,706,438
12,04379.jpg,10,13,234,146
17,04380.jpg,7,91,463,296
76,04381.jpg,83,129,367,289
168,04382.jpg,42,80,727,420
159,04383.jpg,1,6,500,240
175,04384.jpg,17,55,285,166
35,04385.jpg,53,53,569,371
10,04386.jpg,37,38,540,245
122,04387.jpg,35,17,607,437
180,04388.jpg,41,155,619,416
85,04389.jpg,25,28,377,249
139,04390.jpg,69,145,855,581
148,04391.jpg,129,74,797,451
5,04392.jpg,32,49,363,222
95,04393.jpg,139,60,745,465
58,04394.jpg,17,8,611,443
102,04395.jpg,68,184,719,467
8,04396.jpg,59,15,753,465
111,04397.jpg,23,24,307,203
176,04398.jpg,721,172,3678,1982
39,04399.jpg,89,83,219,142
129,04400.jpg,40,104,587,363
46,04401.jpg,221,136,425,226
100,04402.jpg,7,88,239,188
160,04403.jpg,1,58,300,187
146,04404.jpg,37,42,290,201
77,04405.jpg,113,69,500,333
151,04406.jpg,39,231,486,374
57,04407.jpg,164,265,974,548
75,04408.jpg,27,135,626,398
79,04409.jpg,51,97,563,390
30,04410.jpg,47,13,463,327
160,04411.jpg,4,70,500,273
158,04412.jpg,1,22,188,188
132,04413.jpg,33,121,695,430
65,04414.jpg,8,48,249,163
154,04415.jpg,39,51,546,383
188,04416.jpg,60,67,582,398
178,04417.jpg,74,13,428,314
161,04418.jpg,56,38,605,415
117,04419.jpg,14,59,408,290
90,04420.jpg,52,105,432,327
154,04421.jpg,36,1,1005,767
146,04422.jpg,61,97,967,690
162,04423.jpg,29,17,1163,715
134,04424.jpg,247,284,892,538
95,04425.jpg,26,49,289,186
142,04426.jpg,48,13,499,345
11,04427.jpg,268,152,794,362
14,04428.jpg,2,49,637,405
79,04429.jpg,108,72,902,412
102,04430.jpg,19,156,619,327
87,04431.jpg,37,408,1552,946
188,04432.jpg,114,134,1230,658
144,04433.jpg,116,324,733,602
33,04434.jpg,80,138,611,357
161,04435.jpg,18,8,620,384
182,04436.jpg,76,4,828,600
57,04437.jpg,75,1,603,434
118,04438.jpg,135,197,627,436
69,04439.jpg,66,218,959,711
61,04440.jpg,26,110,621,435
153,04441.jpg,34,32,872,568
83,04442.jpg,4,18,293,207
25,04443.jpg,50,109,947,521
118,04444.jpg,75,196,951,915
195,04445.jpg,81,44,449,273
104,04446.jpg,147,157,741,407
17,04447.jpg,5,118,551,293
13,04448.jpg,26,76,205,159
43,04449.jpg,35,134,781,431
165,04450.jpg,9,27,275,157
160,04451.jpg,61,407,905,647
66,04452.jpg,35,109,601,346
56,04453.jpg,80,145,443,288
102,04454.jpg,61,95,571,326
167,04455.jpg,94,385,1399,1071
15,04456.jpg,35,123,267,200
169,04457.jpg,1,74,632,429
48,04458.jpg,21,94,240,184
176,04459.jpg,46,28,564,370
130,04460.jpg,109,78,1172,787
39,04461.jpg,20,170,598,359
85,04462.jpg,9,26,617,445
58,04463.jpg,90,139,524,395
102,04464.jpg,33,104,725,352
177,04465.jpg,52,43,534,425
143,04466.jpg,17,41,235,146
88,04467.jpg,9,50,316,186
82,04468.jpg,82,60,445,301
31,04469.jpg,34,55,233,165
5,04470.jpg,19,49,283,191
127,04471.jpg,13,493,1944,1395
31,04472.jpg,110,159,352,249
111,04473.jpg,1,97,1015,696
139,04474.jpg,46,30,354,240
25,04475.jpg,196,159,739,529
57,04476.jpg,29,72,221,144
93,04477.jpg,27,134,479,291
54,04478.jpg,21,66,251,174
189,04479.jpg,33,58,242,148
24,04480.jpg,199,329,1349,829
125,04481.jpg,33,73,545,377
4,04482.jpg,22,88,479,312
119,04483.jpg,136,2,760,379
5,04484.jpg,35,79,271,185
97,04485.jpg,21,39,268,156
2,04486.jpg,60,166,614,425
38,04487.jpg,20,95,615,450
175,04488.jpg,29,53,284,194
82,04489.jpg,26,109,611,384
173,04490.jpg,20,69,629,402
140,04491.jpg,81,58,1550,1069
141,04492.jpg,13,76,488,283
8,04493.jpg,18,27,332,206
9,04494.jpg,128,115,506,358
8,04495.jpg,39,74,233,180
112,04496.jpg,154,313,949,513
12,04497.jpg,63,105,396,353
178,04498.jpg,134,41,553,300
132,04499.jpg,141,47,500,218
29,04500.jpg,35,124,211,179
186,04501.jpg,29,24,467,335
66,04502.jpg,29,68,494,279
130,04503.jpg,26,31,381,251
122,04504.jpg,31,113,411,295
28,04505.jpg,10,4,348,165
63,04506.jpg,478,286,1534,979
115,04507.jpg,2,40,300,151
135,04508.jpg,187,132,453,346
9,04509.jpg,105,52,356,210
9,04510.jpg,107,109,444,255
4,04511.jpg,107,261,893,610
77,04512.jpg,23,91,620,373
110,04513.jpg,21,31,382,228
191,04514.jpg,65,111,402,396
154,04515.jpg,6,42,493,296
159,04516.jpg,257,42,585,223
152,04517.jpg,4,80,247,156
121,04518.jpg,42,85,379,291
39,04519.jpg,42,39,254,143
126,04520.jpg,78,24,621,265
112,04521.jpg,217,565,1366,979
97,04522.jpg,33,81,580,333
104,04523.jpg,49,45,597,338
142,04524.jpg,24,64,278,223
82,04525.jpg,2,5,395,198
191,04526.jpg,103,74,937,557
37,04527.jpg,232,295,947,636
98,04528.jpg,14,27,391,171
165,04529.jpg,17,66,632,363
139,04530.jpg,4,23,393,268
43,04531.jpg,27,103,753,361
142,04532.jpg,99,176,536,376
12,04533.jpg,51,377,971,644
195,04534.jpg,27,73,555,330
135,04535.jpg,21,46,602,370
117,04536.jpg,111,77,439,332
14,04537.jpg,160,203,1363,810
194,04538.jpg,28,165,1005,551
72,04539.jpg,18,118,325,221
144,04540.jpg,307,278,1279,892
96,04541.jpg,182,124,477,325
171,04542.jpg,10,48,483,295
96,04543.jpg,456,363,1433,905
1,04544.jpg,18,18,328,190
102,04545.jpg,95,98,1132,589
192,04546.jpg,369,251,945,529
30,04547.jpg,28,67,240,233
27,04548.jpg,68,66,264,174
17,04549.jpg,37,143,559,309
51,04550.jpg,15,85,289,190
28,04551.jpg,27,19,727,298
10,04552.jpg,57,114,432,291
48,04553.jpg,40,226,768,490
155,04554.jpg,61,158,535,350
187,04555.jpg,50,74,606,360
48,04556.jpg,25,48,252,178
142,04557.jpg,23,50,583,381
119,04558.jpg,39,130,661,454
119,04559.jpg,235,36,678,298
59,04560.jpg,33,65,453,303
129,04561.jpg,9,64,295,165
180,04562.jpg,5,10,497,335
125,04563.jpg,47,62,390,249
118,04564.jpg,47,38,355,227
66,04565.jpg,17,167,781,430
54,04566.jpg,5,54,248,166
18,04567.jpg,14,27,590,208
177,04568.jpg,1,7,300,170
177,04569.jpg,189,216,488,374
167,04570.jpg,200,150,901,515
117,04571.jpg,28,71,411,278
82,04572.jpg,3,122,550,333
186,04573.jpg,24,85,341,252
122,04574.jpg,32,117,356,231
105,04575.jpg,7,227,545,409
39,04576.jpg,4,38,191,133
179,04577.jpg,33,141,606,333
1,04578.jpg,21,18,492,316
127,04579.jpg,31,43,274,184
24,04580.jpg,21,34,482,285
20,04581.jpg,298,331,1411,883
183,04582.jpg,400,125,760,422
185,04583.jpg,6,117,606,406
31,04584.jpg,49,59,581,364
113,04585.jpg,55,355,1333,1135
115,04586.jpg,19,74,490,341
183,04587.jpg,537,329,1214,955
3,04588.jpg,15,9,468,408
61,04589.jpg,21,101,618,386
62,04590.jpg,83,67,181,114
67,04591.jpg,57,44,446,323
93,04592.jpg,148,65,884,530
137,04593.jpg,128,139,503,300
34,04594.jpg,87,99,603,381
14,04595.jpg,33,8,210,100
66,04596.jpg,70,96,418,316
106,04597.jpg,22,177,960,618
90,04598.jpg,46,79,523,338
130,04599.jpg,57,108,441,244
190,04600.jpg,17,47,241,158
21,04601.jpg,96,68,733,497
81,04602.jpg,20,141,635,401
166,04603.jpg,103,69,535,441
130,04604.jpg,32,74,617,407
129,04605.jpg,24,117,618,366
66,04606.jpg,162,216,871,556
106,04607.jpg,29,66,463,307
7,04608.jpg,4,60,519,283
161,04609.jpg,117,134,789,538
70,04610.jpg,15,43,271,198
11,04611.jpg,595,348,1554,659
105,04612.jpg,49,36,227,130
42,04613.jpg,76,153,477,362
195,04614.jpg,15,84,457,271
94,04615.jpg,345,152,634,400
92,04616.jpg,45,247,864,642
112,04617.jpg,163,135,1378,880
114,04618.jpg,4,42,416,345
51,04619.jpg,9,40,255,163
81,04620.jpg,30,183,503,383
138,04621.jpg,93,239,907,661
74,04622.jpg,22,74,477,275
156,04623.jpg,75,57,378,178
71,04624.jpg,23,20,275,185
70,04625.jpg,7,28,249,180
67,04626.jpg,4,49,628,329
152,04627.jpg,73,146,566,344
173,04628.jpg,263,278,939,561
66,04629.jpg,17,148,692,376
34,04630.jpg,86,178,462,315
7,04631.jpg,68,138,591,469
181,04632.jpg,10,30,367,191
136,04633.jpg,7,17,277,166
103,04634.jpg,25,55,291,187
178,04635.jpg,66,106,429,292
162,04636.jpg,28,66,279,208
184,04637.jpg,18,69,582,392
75,04638.jpg,16,241,997,589
17,04639.jpg,24,90,246,188
190,04640.jpg,11,27,250,164
186,04641.jpg,11,55,495,364
50,04642.jpg,41,35,606,269
81,04643.jpg,14,26,467,351
27,04644.jpg,46,107,580,374
168,04645.jpg,167,113,548,378
150,04646.jpg,105,125,1135,688
119,04647.jpg,329,72,823,341
114,04648.jpg,31,164,608,373
172,04649.jpg,119,114,533,407
22,04650.jpg,11,59,253,138
5,04651.jpg,26,118,1009,541
11,04652.jpg,48,135,543,383
65,04653.jpg,13,8,255,169
147,04654.jpg,236,36,1680,1078
184,04655.jpg,9,11,824,489
146,04656.jpg,4,23,280,220
65,04657.jpg,28,21,286,178
47,04658.jpg,173,80,1129,772
169,04659.jpg,134,102,488,255
164,04660.jpg,243,197,889,654
191,04661.jpg,72,303,846,636
128,04662.jpg,12,65,468,278
170,04663.jpg,105,447,1309,1019
100,04664.jpg,5,30,314,212
176,04665.jpg,135,86,463,300
118,04666.jpg,10,37,284,157
123,04667.jpg,3,9,91,59
53,04668.jpg,6,25,257,175
1,04669.jpg,61,98,458,376
108,04670.jpg,39,72,701,461
14,04671.jpg,241,244,1408,928
148,04672.jpg,39,229,744,715
25,04673.jpg,25,120,623,367
157,04674.jpg,40,52,539,343
163,04675.jpg,35,47,464,228
22,04676.jpg,26,66,559,286
107,04677.jpg,84,184,1279,875
70,04678.jpg,29,107,800,525
49,04679.jpg,41,104,455,264
143,04680.jpg,21,41,238,135
48,04681.jpg,121,194,570,475
138,04682.jpg,14,108,629,386
140,04683.jpg,154,71,831,587
131,04684.jpg,289,325,925,711
72,04685.jpg,41,32,220,159
152,04686.jpg,10,137,306,289
103,04687.jpg,18,145,540,296
76,04688.jpg,150,55,488,367
21,04689.jpg,278,284,917,539
41,04690.jpg,50,66,426,272
6,04691.jpg,38,201,761,452
109,04692.jpg,4,1,223,120
36,04693.jpg,1,143,636,343
159,04694.jpg,30,43,978,754
81,04695.jpg,29,94,456,261
20,04696.jpg,101,146,565,395
105,04697.jpg,51,119,734,568
177,04698.jpg,122,110,533,381
113,04699.jpg,74,119,458,360
94,04700.jpg,19,89,730,444
98,04701.jpg,5,113,568,381
19,04702.jpg,13,29,285,188
54,04703.jpg,30,78,576,353
171,04704.jpg,100,302,1473,967
120,04705.jpg,16,136,492,360
30,04706.jpg,144,76,831,663
68,04707.jpg,14,7,478,272
104,04708.jpg,63,175,290,315
135,04709.jpg,43,98,373,241
168,04710.jpg,25,156,610,363
75,04711.jpg,45,114,557,373
180,04712.jpg,175,148,488,345
65,04713.jpg,24,114,618,366
37,04714.jpg,13,123,594,354
126,04715.jpg,25,18,476,234
124,04716.jpg,116,196,376,307
128,04717.jpg,24,122,447,268
73,04718.jpg,44,35,404,223
32,04719.jpg,66,48,609,438
126,04720.jpg,21,7,519,278
74,04721.jpg,24,45,207,142
115,04722.jpg,17,99,630,427
63,04723.jpg,105,58,720,331
9,04724.jpg,27,65,567,361
9,04725.jpg,208,203,794,499
187,04726.jpg,158,233,873,529
35,04727.jpg,14,121,999,610
88,04728.jpg,17,45,244,147
38,04729.jpg,27,63,305,220
169,04730.jpg,20,6,633,451
120,04731.jpg,92,123,921,619
126,04732.jpg,23,116,623,392
20,04733.jpg,1,66,584,322
169,04734.jpg,21,18,635,386
154,04735.jpg,114,59,507,333
32,04736.jpg,12,106,778,467
32,04737.jpg,87,78,503,337
63,04738.jpg,111,87,1509,967
151,04739.jpg,36,91,181,172
131,04740.jpg,48,49,597,403
46,04741.jpg,72,88,378,250
35,04742.jpg,17,32,578,300
104,04743.jpg,26,21,287,159
18,04744.jpg,2,1,280,96
157,04745.jpg,3,31,283,145
40,04746.jpg,48,103,2497,1572
39,04747.jpg,378,125,973,689
125,04748.jpg,38,58,404,293
120,04749.jpg,44,47,590,407
9,04750.jpg,17,54,212,157
144,04751.jpg,144,214,636,522
100,04752.jpg,97,134,602,396
14,04753.jpg,53,103,483,379
192,04754.jpg,303,145,797,478
165,04755.jpg,46,48,277,177
128,04756.jpg,30,84,246,156
52,04757.jpg,54,83,736,436
17,04758.jpg,62,260,974,587
117,04759.jpg,47,39,371,270
34,04760.jpg,18,199,1581,1090
59,04761.jpg,52,44,509,358
182,04762.jpg,58,254,1582,991
147,04763.jpg,5,145,996,594
129,04764.jpg,23,38,263,145
152,04765.jpg,66,222,513,339
167,04766.jpg,249,154,981,569
48,04767.jpg,18,62,352,254
63,04768.jpg,32,105,988,658
30,04769.jpg,6,87,210,164
100,04770.jpg,70,57,526,384
41,04771.jpg,14,31,270,166
76,04772.jpg,7,17,249,187
167,04773.jpg,47,185,999,696
54,04774.jpg,18,31,620,387
173,04775.jpg,67,168,685,499
96,04776.jpg,367,418,1030,669
34,04777.jpg,90,194,1512,914
31,04778.jpg,20,72,769,515
39,04779.jpg,50,44,230,156
192,04780.jpg,77,49,508,305
157,04781.jpg,71,186,1206,781
38,04782.jpg,50,83,394,268
41,04783.jpg,176,298,718,498
95,04784.jpg,7,8,375,234
114,04785.jpg,47,97,612,377
79,04786.jpg,17,48,859,396
175,04787.jpg,210,188,1428,732
132,04788.jpg,55,84,976,679
103,04789.jpg,46,35,593,352
119,04790.jpg,126,97,882,704
153,04791.jpg,9,196,1008,504
31,04792.jpg,41,51,215,152
85,04793.jpg,5,82,550,442
47,04794.jpg,63,26,436,296
162,04795.jpg,32,41,239,153
107,04796.jpg,40,14,856,486
80,04797.jpg,4,13,189,132
115,04798.jpg,7,18,192,127
69,04799.jpg,13,41,300,174
124,04800.jpg,38,52,483,222
189,04801.jpg,67,364,1549,1063
20,04802.jpg,22,25,407,339
33,04803.jpg,52,88,373,248
110,04804.jpg,87,132,672,363
150,04805.jpg,34,19,772,488
29,04806.jpg,228,316,1913,1230
140,04807.jpg,17,69,682,436
159,04808.jpg,106,59,337,284
183,04809.jpg,107,172,789,579
29,04810.jpg,94,190,1597,991
173,04811.jpg,626,176,1465,618
44,04812.jpg,16,59,466,241
144,04813.jpg,70,85,1186,791
36,04814.jpg,60,411,1495,992
134,04815.jpg,31,81,608,391
3,04816.jpg,79,84,528,327
50,04817.jpg,71,116,561,423
12,04818.jpg,19,141,586,371
22,04819.jpg,26,116,485,308
138,04820.jpg,39,123,439,291
62,04821.jpg,7,62,418,214
25,04822.jpg,64,24,274,150
156,04823.jpg,4,37,256,185
162,04824.jpg,137,417,1822,1130
7,04825.jpg,102,211,786,485
153,04826.jpg,18,79,480,304
1,04827.jpg,7,4,277,180
110,04828.jpg,15,43,287,170
111,04829.jpg,68,125,572,363
40,04830.jpg,61,167,589,464
84,04831.jpg,18,84,254,175
28,04832.jpg,32,34,248,213
6,04833.jpg,36,103,544,310
156,04834.jpg,1,39,252,172
95,04835.jpg,9,31,636,443
162,04836.jpg,32,62,272,189
91,04837.jpg,40,73,1561,964
107,04838.jpg,20,40,166,99
15,04839.jpg,172,358,1109,834
34,04840.jpg,1066,1244,4030,2247
24,04841.jpg,86,162,472,393
116,04842.jpg,18,17,256,194
129,04843.jpg,47,69,603,453
103,04844.jpg,35,147,596,372
70,04845.jpg,5,60,285,155
155,04846.jpg,28,68,442,287
85,04847.jpg,54,189,1474,921
16,04848.jpg,17,104,353,201
177,04849.jpg,13,48,442,257
133,04850.jpg,26,107,635,391
135,04851.jpg,65,67,581,410
178,04852.jpg,49,152,943,621
170,04853.jpg,113,89,953,1469
102,04854.jpg,7,134,590,322
139,04855.jpg,34,57,350,226
142,04856.jpg,244,199,625,406
11,04857.jpg,43,152,568,360
77,04858.jpg,120,227,555,413
174,04859.jpg,8,33,251,164
182,04860.jpg,56,229,742,463
182,04861.jpg,53,62,997,642
124,04862.jpg,6,44,377,246
114,04863.jpg,26,80,625,449
106,04864.jpg,92,134,564,399
28,04865.jpg,76,262,944,661
159,04866.jpg,151,148,769,445
157,04867.jpg,51,56,278,159
161,04868.jpg,4,49,426,297
168,04869.jpg,85,98,569,309
47,04870.jpg,36,15,477,305
180,04871.jpg,42,45,449,321
99,04872.jpg,102,63,423,319
166,04873.jpg,120,286,1073,790
1,04874.jpg,9,1,152,103
57,04875.jpg,29,65,249,155
196,04876.jpg,21,30,468,320
134,04877.jpg,39,135,588,393
96,04878.jpg,51,99,1160,754
67,04879.jpg,451,231,2545,1775
187,04880.jpg,63,122,844,410
118,04881.jpg,27,77,460,275
104,04882.jpg,1,98,420,269
19,04883.jpg,117,465,1946,1123
8,04884.jpg,31,35,236,162
25,04885.jpg,318,374,1350,945
44,04886.jpg,38,105,1565,740
40,04887.jpg,8,1,258,165
90,04888.jpg,20,33,241,163
94,04889.jpg,108,114,546,384
95,04890.jpg,40,25,567,378
72,04891.jpg,39,179,1242,829
2,04892.jpg,8,37,294,150
16,04893.jpg,12,39,265,142
108,04894.jpg,56,11,346,186
132,04895.jpg,148,173,749,479
56,04896.jpg,27,71,423,243
184,04897.jpg,6,63,806,510
74,04898.jpg,8,104,623,360
65,04899.jpg,24,51,239,167
52,04900.jpg,111,23,527,315
144,04901.jpg,145,76,581,353
98,04902.jpg,23,91,382,234
85,04903.jpg,2,46,316,213
158,04904.jpg,14,149,304,231
185,04905.jpg,130,100,953,366
102,04906.jpg,57,51,447,273
134,04907.jpg,24,22,226,169
158,04908.jpg,139,109,395,298
167,04909.jpg,184,209,1227,727
104,04910.jpg,203,227,1067,776
110,04911.jpg,99,108,479,301
187,04912.jpg,324,297,1242,788
165,04913.jpg,14,5,388,254
97,04914.jpg,24,216,1021,654
34,04915.jpg,11,1,131,96
107,04916.jpg,16,24,258,172
107,04917.jpg,1,223,1172,611
13,04918.jpg,15,60,242,175
89,04919.jpg,151,112,1528,1069
165,04920.jpg,46,60,575,354
164,04921.jpg,166,170,1076,615
147,04922.jpg,276,83,654,352
16,04923.jpg,100,258,753,457
43,04924.jpg,198,278,1502,1054
111,04925.jpg,73,71,599,411
144,04926.jpg,6,53,633,363
38,04927.jpg,139,130,467,275
113,04928.jpg,15,49,601,331
42,04929.jpg,12,105,282,209
137,04930.jpg,89,40,414,249
16,04931.jpg,75,336,1487,786
140,04932.jpg,127,36,1367,896
181,04933.jpg,22,20,384,178
169,04934.jpg,1,87,799,595
157,04935.jpg,49,73,272,241
72,04936.jpg,53,115,431,293
139,04937.jpg,6,6,496,223
86,04938.jpg,66,65,572,354
105,04939.jpg,31,46,294,161
23,04940.jpg,32,50,278,166
161,04941.jpg,1,37,197,144
8,04942.jpg,96,73,559,399
72,04943.jpg,3,56,253,167
19,04944.jpg,29,55,362,210
34,04945.jpg,69,79,430,276
27,04946.jpg,76,170,884,681
110,04947.jpg,137,149,676,453
96,04948.jpg,113,302,668,527
17,04949.jpg,49,99,594,397
87,04950.jpg,2,158,640,419
44,04951.jpg,57,199,982,675
152,04952.jpg,110,234,339,326
98,04953.jpg,17,214,1587,742
55,04954.jpg,94,163,736,377
176,04955.jpg,48,246,1085,625
15,04956.jpg,29,135,581,380
27,04957.jpg,27,11,241,177
177,04958.jpg,616,321,1111,574
190,04959.jpg,14,73,254,172
129,04960.jpg,44,67,250,171
154,04961.jpg,84,89,686,424
153,04962.jpg,8,108,350,240
179,04963.jpg,19,13,409,268
131,04964.jpg,3,12,300,211
178,04965.jpg,50,88,440,254
31,04966.jpg,17,62,187,123
82,04967.jpg,4,144,799,526
159,04968.jpg,19,104,616,385
159,04969.jpg,2,34,355,176
196,04970.jpg,45,88,799,573
171,04971.jpg,110,133,565,368
38,04972.jpg,197,105,1059,726
37,04973.jpg,56,100,449,346
131,04974.jpg,15,46,290,207
38,04975.jpg,27,93,620,350
193,04976.jpg,95,140,1344,860
127,04977.jpg,23,78,601,403
35,04978.jpg,125,165,574,469
55,04979.jpg,1,167,645,445
127,04980.jpg,61,230,577,457
145,04981.jpg,47,272,919,638
193,04982.jpg,78,264,961,563
151,04983.jpg,49,93,225,169
129,04984.jpg,11,103,617,310
117,04985.jpg,10,44,1027,557
120,04986.jpg,14,95,483,337
131,04987.jpg,76,81,660,420
102,04988.jpg,176,212,498,395
44,04989.jpg,55,149,529,343
160,04990.jpg,124,334,1390,859
123,04991.jpg,14,26,189,91
118,04992.jpg,23,73,486,336
75,04993.jpg,42,90,613,398
105,04994.jpg,27,8,417,346
128,04995.jpg,26,84,401,284
124,04996.jpg,77,139,803,549
131,04997.jpg,80,42,448,285
30,04998.jpg,8,51,799,411
111,04999.jpg,55,80,978,667
72,05000.jpg,15,37,258,180
179,05001.jpg,1,27,640,438
12,05002.jpg,26,46,481,228
90,05003.jpg,8,29,276,178
86,05004.jpg,71,137,595,441
115,05005.jpg,56,60,346,222
37,05006.jpg,22,13,292,188
20,05007.jpg,39,142,617,354
73,05008.jpg,71,77,575,381
45,05009.jpg,71,16,399,321
103,05010.jpg,27,84,281,184
34,05011.jpg,1,31,140,77
195,05012.jpg,42,77,617,463
61,05013.jpg,16,59,472,304
156,05014.jpg,58,364,970,682
79,05015.jpg,172,99,853,696
46,05016.jpg,256,171,580,359
116,05017.jpg,23,53,271,198
181,05018.jpg,23,67,605,392
140,05019.jpg,59,61,558,410
71,05020.jpg,6,81,613,420
160,05021.jpg,86,237,979,588
145,05022.jpg,50,243,1424,883
10,05023.jpg,201,112,513,342
186,05024.jpg,57,189,944,587
121,05025.jpg,22,55,290,221
137,05026.jpg,84,54,443,313
190,05027.jpg,60,99,614,399
28,05028.jpg,52,15,274,142
40,05029.jpg,22,214,783,520
1,05030.jpg,60,76,593,393
165,05031.jpg,46,109,492,317
71,05032.jpg,108,58,316,203
52,05033.jpg,78,106,321,238
67,05034.jpg,8,26,442,313
119,05035.jpg,129,265,1980,1114
164,05036.jpg,58,231,1145,770
130,05037.jpg,111,123,657,436
114,05038.jpg,41,52,218,170
178,05039.jpg,106,17,517,360
25,05040.jpg,381,293,863,512
88,05041.jpg,3,6,202,159
6,05042.jpg,147,119,1078,596
190,05043.jpg,21,69,288,210
131,05044.jpg,18,12,251,183
192,05045.jpg,29,74,605,431
90,05046.jpg,187,337,1438,862
155,05047.jpg,51,46,439,250
10,05048.jpg,40,70,562,350
46,05049.jpg,190,167,581,383
23,05050.jpg,40,70,1582,1030
100,05051.jpg,29,40,418,319
3,05052.jpg,83,93,686,425
180,05053.jpg,21,154,607,367
52,05054.jpg,41,78,990,711
165,05055.jpg,187,225,886,762
97,05056.jpg,37,180,978,619
4,05057.jpg,63,106,435,329
33,05058.jpg,18,55,625,389
104,05059.jpg,139,298,756,598
132,05060.jpg,153,59,861,658
98,05061.jpg,267,753,3247,1744
106,05062.jpg,22,22,310,222
13,05063.jpg,36,56,605,455
115,05064.jpg,85,79,530,401
115,05065.jpg,37,102,605,389
42,05066.jpg,25,74,221,174
19,05067.jpg,17,46,383,230
43,05068.jpg,80,231,1167,667
38,05069.jpg,128,101,347,195
77,05070.jpg,33,74,375,259
52,05071.jpg,66,70,478,293
38,05072.jpg,25,50,239,159
103,05073.jpg,52,64,217,150
78,05074.jpg,23,106,462,301
25,05075.jpg,29,33,243,153
151,05076.jpg,39,73,261,137
7,05077.jpg,25,44,559,273
103,05078.jpg,24,115,582,293
159,05079.jpg,17,21,400,300
79,05080.jpg,18,144,789,463
51,05081.jpg,8,1,498,196
66,05082.jpg,36,35,401,241
13,05083.jpg,22,78,378,236
98,05084.jpg,59,60,542,346
23,05085.jpg,17,44,256,174
15,05086.jpg,14,135,567,305
35,05087.jpg,25,99,587,384
178,05088.jpg,42,78,362,299
179,05089.jpg,68,287,1228,667
26,05090.jpg,134,43,467,158
115,05091.jpg,97,141,955,585
113,05092.jpg,26,48,459,335
139,05093.jpg,13,122,393,283
38,05094.jpg,43,114,486,253
42,05095.jpg,51,193,1001,656
